Genome,ClstrComp,VC.Status,Phylum,Class,Order,Family,Genus,VC
SoginMETA_k141_19615239,NA,Overlap (VC_915/VC_1724),Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_19624861,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_19638727,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_19720028,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_19840180,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_19872534,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_1995919,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_19986732,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_20000444,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_20126285,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_20144941,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_20244876,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_20252793,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_20303961,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_20441522,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_20549835,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_20550528,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_205556,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_20652422,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_20676997,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_20686250,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_20736845,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_20763846,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_20854793,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_20866342,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_20897726,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_20898289,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_20934764,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_20950704,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_20995742,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_21011630,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_21090265,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_21158891,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_21177492,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_21197832,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_21304990,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_21312284,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_21400092,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_21429817,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_21434072,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_21464957,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_21484499,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_21563908,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_21577509,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_21634190,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_21638935,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_21710519,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_21856474,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_21861913,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_21971450,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_2197237,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_22002298,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_22035181,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_22054835,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_22104250,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_22133353,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_22167205,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_22177835,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_22183579,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_221875,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_22259694,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_2232658,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_22357482,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_22384023,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_22417175,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_22464551,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_22575697,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_2264314,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_22667542,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_22682137,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_2277503,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_22988883,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_23239353,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_23253022,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_23273933,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_23350194,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_23391068,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_23472472,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_23503153,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_23510058,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_23535185,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_23545256,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_23565698,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_23580378,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_23664769,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_23895949,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_23991684,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_24083136,NA,Overlap (VC_177/VC_979),Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_24094681,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_24161373,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_24306903,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_24334824,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_24337218,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_24353585,NA,Overlap (VC_1079/VC_1467),Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_24462139,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_24462583,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_24839553,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_2491584,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_24919658,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_24995198,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_24997474,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_25019834,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_25051620,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_2505968,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_25081789,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_25108650,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_25131611,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_25146300,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_25150618,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_2523796,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_25278438,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_25330628,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_25363378,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_25391628,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_25448550,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_25450703,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_25497388,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_25503852,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_25531818,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_25559489,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_2559455,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_2559676,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_25651977,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_25714935,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_25774498,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_2578762,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_25839341,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_25875117,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_25877834,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_25879174,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_25904762,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_26112553,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_26157056,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_2615813,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_2619492,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_26223839,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_26272108,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_26305522,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_26359986,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_26362346,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_26396044,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_26421349,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_26448095,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_26452021,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_26492558,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_26550723,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_26569050,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_26621969,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_2664823,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_26652444,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_26732681,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_26770018,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_2681253,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_26822374,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_26850314,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_26862301,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_26882643,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_26884994,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_26963675,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_27089389,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_27111100,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_2721221,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_27213535,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_27264167,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_27310259,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_2731994,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_27350941,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_27371638,NA,Overlap (VC_915/VC_1724),Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_27400950,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_27412493,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_27415366,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_2747641,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_27569110,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_27613668,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_27629780,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_2763820,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_27663209,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_27700222,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_27809021,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_27865299,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_27914999,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_2792722,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_28021769,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_28027698,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_28054766,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_28078739,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_28218812,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_28247274,NA,Overlap (VC_915/VC_1724),Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_28305304,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_28325316,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_28360155,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_283838,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_28471762,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_28490148,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_28516821,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_28520767,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_28547964,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_2857906,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_2858258,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_28636080,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_28715019,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_28757228,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_28776004,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_28780722,NA,Overlap (VC_516/VC_1057),Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_2880345,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_2887897,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_28989528,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_28992102,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_29024516,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_29118511,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_29124280,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_29142659,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_29147411,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_29155715,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_2920235,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_29204537,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_29260452,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_29351178,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_2935125,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_29380054,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_29529269,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_29616655,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_29631336,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_29718598,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_29719273,NA,Overlap (VC_915/VC_1724),Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_2977205,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_29772067,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_29869589,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_2989462,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_29921720,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_29932380,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_30002365,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_30138371,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_30160827,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_30202277,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_30427707,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_30429894,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_30440868,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_30485708,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_30486898,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_30488130,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_30526697,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_30540077,NA,Overlap (VC_1889/VC_1900),Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_30543423,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_3059019,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_30591457,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_3059632,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_30718202,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_30724109,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_30785444,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_30788295,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_30812291,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_30861869,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_30890613,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_30937100,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_31058235,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_31076713,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_31091509,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_31161858,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_31195699,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
SoginMETA_k141_31223207,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
