Genome,ClstrComp,VC.Status,Phylum,Class,Order,Family,Genus,VC
Miranda_k141_4319455,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_4342063,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_4354272,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_436017,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_442941,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_4573849,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_4574868,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_4577958,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_4598298,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_4613493,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_471008,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_4736981,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_4767836,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_489172,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_4900595,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_4914955,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_5022709,NA,Overlap (VC_1009/VC_1011),Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_5043386,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_5056536,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_5165107,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_5230845,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_5257482,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_5319387,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_5331114,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_5341252,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_537840,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_5385280,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_5547109,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_5608981,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_5625982,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_5677545,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_5700192,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_5733526,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_5783570,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_5806847,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_5826931,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_6127301,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_6129950,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_6149600,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_6204275,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_6217810,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_6220477,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_6316993,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_6411592,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_6427765,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_6446755,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_6454701,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_6515076,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_6547546,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_6566499,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_6580937,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_6587497,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_6615877,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_6623222,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_6668980,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_6680562,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_6812486,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_6819895,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_6890264,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_6990796,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_7031105,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_7035597,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_7057014,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_7120265,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_7154507,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_7179370,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_7191962,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_7196267,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_7224612,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_731009,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_7369513,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_7489654,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_7497467,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_7507359,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_7518251,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_7528317,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_7573976,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_7589921,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_7665231,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_7785635,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_7785640,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_7785760,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_7787200,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_832185,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_896918,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_90697,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_980639,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_999625,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1004712,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1010397,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1013471,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1014590,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1022032,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_104965,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1062045,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1089431,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_109245,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1094291,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1101262,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1134543,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1142441,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1168308,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1168493,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1192194,NA,Overlap (VC_1009/VC_1011),Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1197508,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1209158,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_121204,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1242001,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1243328,NA,Overlap (VC_848/VC_1522),Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1255110,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1274666,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_12883,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1288331,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1317261,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1327315,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1361114,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1373071,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1374280,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1378658,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1394157,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1401260,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1416435,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1432922,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1434047,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1441503,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1446369,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1447884,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1451964,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1456845,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1458332,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1458819,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1465438,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1472661,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1477215,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1489172,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1499570,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1516981,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1518784,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1530118,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1538914,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1540370,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1543099,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_15491,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1563892,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1572373,NA,Overlap (VC_995/VC_996),Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_158408,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1657006,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1672652,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1679304,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1693936,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1704183,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1727088,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1739770,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1748516,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1767654,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1770553,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_178975,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1797266,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1809352,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1821304,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1824176,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1847413,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1871369,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1878188,NA,Overlap (VC_934/VC_935),Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_187883,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1890917,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1895123,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1902370,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_19124,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1935672,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_1957448,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_198168,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2001471,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2007256,NA,Overlap (VC_942/VC_1142),Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2007426,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2009787,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2014917,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2015518,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2029641,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2038333,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2042504,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2067407,NA,Overlap (VC_1382/VC_1383),Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2077784,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2079237,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2104301,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2115269,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2123491,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2137226,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2147556,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2161082,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2163823,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2172827,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2202263,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2206594,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2216247,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2219258,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_227483,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2274974,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2291855,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2300807,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2305007,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2318151,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2329915,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2342094,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2355200,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2365314,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2367613,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2379943,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2384508,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2386563,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2414783,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_24330,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2440986,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2460996,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2461236,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2487561,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Rubio_Protillo_k141_2497758,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
