Contig	CE_108A_sortedIndexed Read Count	CE_109A_sortedIndexed Read Count	CE_140A_sortedIndexed Read Count	ERR3624084_sortedIndexed Read Count	ERR3624086_sortedIndexed Read Count	ERR3624088_sortedIndexed Read Count	ERR3624090_sortedIndexed Read Count	ERR3624092_sortedIndexed Read Count	ERR3624094_sortedIndexed Read Count	ERR3624096_sortedIndexed Read Count	ERR3624098_sortedIndexed Read Count	ERR3624100_sortedIndexed Read Count	ERR4579589_sortedIndexed Read Count	ERR4579590_sortedIndexed Read Count	ERR4579591_sortedIndexed Read Count	ERR4579592_sortedIndexed Read Count	ERR4579593_sortedIndexed Read Count	ERR4579594_sortedIndexed Read Count	ERR4579595_sortedIndexed Read Count	ERR4579596_sortedIndexed Read Count	ERR4579597_sortedIndexed Read Count	ERR6365269_sortedIndexed Read Count	ERR6365270_sortedIndexed Read Count	ERR6365271_sortedIndexed Read Count	ERR6365272_sortedIndexed Read Count	ERR6365273_sortedIndexed Read Count	SRR12681089_sortedIndexed Read Count	SRR15353278_sortedIndexed Read Count	SRR15353279_sortedIndexed Read Count	SRR15353280_sortedIndexed Read Count	SRR15353281_sortedIndexed Read Count	SRR15353282_sortedIndexed Read Count	SRR15353283_sortedIndexed Read Count	SRR15353284_sortedIndexed Read Count	SRR15353285_sortedIndexed Read Count	SRR15353286_sortedIndexed Read Count	SRR15353287_sortedIndexed Read Count	SRR15353288_sortedIndexed Read Count	SRR15353289_sortedIndexed Read Count	SRR15353290_sortedIndexed Read Count	SRR15353291_sortedIndexed Read Count	SRR15353292_sortedIndexed Read Count	SRR15353293_sortedIndexed Read Count	SRR15353294_sortedIndexed Read Count	SRR15353295_sortedIndexed Read Count	SRR17220965_sortedIndexed Read Count	SRR17220966_sortedIndexed Read Count	SRR17220967_sortedIndexed Read Count	SRR17220968_sortedIndexed Read Count	SRR17220969_sortedIndexed Read Count	SRR17220970_sortedIndexed Read Count	SRR17220971_sortedIndexed Read Count	SRR17220972_sortedIndexed Read Count	SRR17220977_sortedIndexed Read Count	SRR17220978_sortedIndexed Read Count	SRR17220979_sortedIndexed Read Count	SRR18245246_sortedIndexed Read Count	SRR18245247_sortedIndexed Read Count	SRR18245248_sortedIndexed Read Count	SRR18245251_sortedIndexed Read Count	SRR18245252_sortedIndexed Read Count	SRR18245253_sortedIndexed Read Count	SRR6310506_sortedIndexed Read Count	SRR6310507_sortedIndexed Read Count	SRR6310508_sortedIndexed Read Count	SRR6310509_sortedIndexed Read Count	SRR6350024_sortedIndexed Read Count	SRR6350025_sortedIndexed Read Count	SRR6876832_sortedIndexed Read Count	SRR6876833_sortedIndexed Read Count	SRR6876834_sortedIndexed Read Count	SRR6876835_sortedIndexed Read Count	SRR6876836_sortedIndexed Read Count	SRR6876837_sortedIndexed Read Count	SRR6876838_sortedIndexed Read Count	SRR6876839_sortedIndexed Read Count	SRR6876840_sortedIndexed Read Count	SRR6876841_sortedIndexed Read Count	SRR6876842_sortedIndexed Read Count	SRR6876843_sortedIndexed Read Count	SRR6876844_sortedIndexed Read Count	SRR6876845_sortedIndexed Read Count	SRR6876846_sortedIndexed Read Count	SRR6876847_sortedIndexed Read Count	SRR6876848_sortedIndexed Read Count	SRR6876849_sortedIndexed Read Count
Ettinger_c_000000133629	1187	684	152	3	1	3	75	58	45	18	24	15	10	33	2	929	774	914	460	536	372	0	0	0	0	0	35	6	2	0	0	3	0	0	0	0	0	2	0	2	3	3	5	7	0	0	2	0	1	0	0	2	1	0	0	0	11	7	0	5	86	11	45	7	24	8	13	8	1	0	0	0	0	0	1	1	0	0	0	0	2	0	0	1	0	1
Ettinger_c_000000137271	73	168	407	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	1	0
Ettinger_c_000000138834	2446	1738	75	3	1	1	2	1	1	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	3	0	0	0	0	0	0	0	2	0	3	2	0	0	2	0	0	0	0	0	3	0	0	0	2	0	2	1	0	0	0
Ettinger_c_000000141126	68	202	672	3	2	4	1	0	4	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	2	0	2	2	4	2	1	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0
Ettinger_c_000000142548	219	175	594	0	1	2	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	1	0
Ettinger_c_000000143671	120	985	175	3	2	4	1	2	2	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	3	0	0	5	0	0	1	0	1	0	0	1	0	2	0	3	1	1	2	2	1	1	0	0
Ettinger_c_000000145358	128	269	2843	1	2	4	2	2	8	2	4	3	0	1	0	0	0	1	1	1	2	0	0	0	0	0	203	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	4	0	0	31	0	0	3	0	0	1	2	0	2	1	1	2	1	0	2	0	1	0	2	4
Ettinger_c_000000154804	166	320	347	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	1	0	0	1	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ettinger_c_000000156474	59	88	3300	1	3	3	3	2	3	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	1	1	0	0	0	0	0	0	0	0	2	0	2	6	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Ettinger_c_000000159889	170	593	6121	6	5	9	9	3	9	7	3	3	0	0	0	0	1	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	2	2	3	0	1	1	3	3	0	2	1	0	0	2	8	0	4	18	0	0	1	0	0	0	2	0	0	2	0	1	2	1	1	0	2	0	0	1
Ettinger_c_000000160033	734	1482	588	1	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0
Ettinger_c_000000160556	77	892	453	0	0	1	0	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	3	1
Ettinger_c_000000165989	4022	33744	7123	8	2	5	3	0	3	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	2	0	0	0	0	0	0	2	0	0	0	3	0	2	0	0	2	0	7	18	19	14	7	20	3	9	6	3	3	7	3	9	1	2
Ettinger_c_000000168081	411	664	69	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	10	0	6	0	0	0	0	0	1	0	0	0	2	1	2	2	1	0	1	1	2	2	0	0	1	2
Ettinger_c_000000170150	520	486	275	5	5	5	8	3	4	6	16	3	1	0	0	1	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	2	0	3	0	2	0	0	5	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	2	0	0	0	0
Ettinger_c_000000176917	304	137	174	0	0	0	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	2	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0
Ettinger_c_000000177479	419	477	308	6	6	5	1	3	4	4	2	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	1	8	33	0	12	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1
Ettinger_c_000000178719	6118	34132	11246	1	3	5	2	0	3	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	2	1	1	0	3	1	3	0	1	1	0	1	0	3
Ettinger_c_000000180005	170	156	548	1	0	0	3	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ettinger_c_000000184070	382	423	483	1	0	3	0	4	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	2	3	3	8	14	10	2	6	2	1	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1
Ettinger_c_000000187590	612	241	283	2	0	1	3	0	1	1	0	3	0	2	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	2	8	18	0	0	0	2	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0
Ettinger_c_000000189001	675	691	92	2	3	0	2	2	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0
Ettinger_c_000000191256	702	1495	424	6	0	4	2	2	2	1	2	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	0	1	0	0	1	0	0	0	0	0	0	0	7	0	0	16	0	0	1	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1
Ettinger_c_000000192747	175	156	107	0	3	2	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	2	0	2	0	0	0	9	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1
Ettinger_c_000000194836	366	840	250	1	2	2	0	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	2	0	0	3	0	0	0	1	4	6	17	9	3	6	0	5	2	1	3	0	1	2	1	2
Ettinger_c_000000194876	186	396	3586	10	6	10	1	10	11	12	8	11	3	4	0	5	3	3	1	9	1	0	0	0	0	0	83	4	7	2	12	3	0	5	0	2	0	4	4	6	6	12	10	14	0	0	2	0	0	0	2	0	1	0	1	2	0	2	0	0	0	0	5	6	4	5	5	0	0	1	1	1	0	0	1	1	0	2	1	1	2	4	2	2	1	3
Ettinger_c_000000200369	37	488	226	1	3	2	4	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	2	8	0	0	1	0	1	0	1	0	1	0	0	1	0	0	4	2	0	0	0	0
Ettinger_c_000000207602	42	579	269	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	1	1	0	1	2	1	1	0	0	2	0	1	0	0
Ettinger_c_000000217591	435	268	207	0	3	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	4	7	25	4	2	0	4	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
Ettinger_c_000000232484	453	576	77	0	2	0	0	4	1	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	8	0	0	0	0	15	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
Ettinger_c_000000235485	646	1316	449	0	2	2	2	0	0	1	2	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	19	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0
Ettinger_c_000000236168	456	1098	288	1	5	0	5	5	15	0	4	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	8	22	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0
Ettinger_c_000000237852	409	488	271	0	3	0	6	1	3	3	3	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	145	2	0	0	4	0	2	2	0	4	4	2	2	0	0	0	0	2	0	0	0	2	0	0	2	3	0	0	2	0	2	0	0	2	6	0	45	80	271	76	3	6	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0
Ettinger_c_000000242600	424	559	96	2	5	0	2	0	0	3	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	6	8	6	2	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0
Ettinger_c_000000253210	60	846	412	4	13	1	5	13	8	9	6	4	0	0	1	0	0	2	2	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	3	2	2	0	3	1	0	0	0	1	2	0	0	0	2	37	0	0	37	20	50	162	158	213	91	146	24	104	57	5	60	27	2	42	3	7
Ettinger_c_000000254726	33	659	328	1	2	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0	1	3	0	5	6	1	2	1	1	2	1	0	2	1	1	1	1	0
Ettinger_c_000000259970	174	1198	284	4	8	4	286	320	120	24	17	20	8	0	2	2	0	6	2	6	0	0	0	0	0	0	98	7	12	6	23	2	0	4	4	2	2	2	11	7	6	5	12	17	2	0	0	0	0	0	0	0	0	0	0	0	5	22	0	40	25	95	7	0	2	6	658	206	1	3	4	3	2	5	4	6	3	7	4	5	2	3	1	3	6	0
Ettinger_c_000000266239	1592	3034	1020	2	0	0	3	0	2	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	31	12	0	14	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	0	0	0	0
Ettinger_c_000000266345	138	1344	2074	1	1	0	2	0	0	0	2	1	0	2	0	1	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	2	3	0	0	0	1	0	0	2	2	2	3	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1
Ettinger_c_000000273392	422	105	87	4	4	1	0	0	3	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	2	0	0	0	0	0	0	0	4	0	12	6	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0
Ettinger_c_000000278421	302	943	229	0	2	0	1	0	6	5	3	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	1	0	0	0	0	0	0	0	0	0	2	2	0	10	0	0	0	0	2	0	0	0	0	1	2	0	1	0	1	1	1	0	1	0
Ettinger_c_000000279667	667	1694	958	0	2	0	1	1	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0	4	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0
Ettinger_c_000000286655	720	1605	490	0	1	0	2	0	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	2	0	2	0	6	8	6	15	0	0	2	2	7	15	12	7	5	11	2	1	4	1	4	4	0	6	0	0
Ettinger_c_000000290921	429	280	237	0	1	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	8	2	0	8	0	0	1	0	0	0	1	0	0	0	2	1	0	1	0	1	0	1	0	1
Ettinger_c_000000291218	215	171	143	1	1	0	1	3	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	4	9	2	6	14	14	2	0	1	1	0	1	0	1	0	2	0	1	0	1	0	1	0	0	0	0	0
Ettinger_c_000000294277	304	1099	2216	9	12	3	1	10	9	12	9	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	1	0	1	2	0	0	0	2	0	0	12	2	4	4	0	0	0	0	1	1	1	0	0	1	2	3	1	2	1	2	0	0	1	1
Ettinger_c_000000294457	341	2446	506	4	3	2	7	2	4	3	8	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	2	0	3	2	0	0	0	0	0	0	0	0	0	0	1	1	0	3	8	0	0	0	3	4	5	4	2	2	6	2	4	7	7	8	12	2	7	2	2
Ettinger_c_000000295593	2015	1676	1264	1	0	0	0	1	2	4	4	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	3	0	0	0	1	2	0	6	2	5	3	1	1	0	0	0	1	1	1	0	1	0	2	1	1	2	1	0	1
Ettinger_c_000000296404	228	377	4103	5	2	3	4	4	5	2	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	1	0	1	0	1	0	0	1	0	8	7	4	4	0	0	0	1	1	3	6	2	1	1	1	3	2	0	0	0	0	0	0	0
Ettinger_c_000000299332	677	175	202	0	1	4	0	0	3	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	7	1	4	10	4	167	2	0	2	3	0	0	0	0	2	0	0	2	0	0	1	0	1	0	0	2	0	0	0	0
Ettinger_c_000000304512	1196	1471	463	2	4	1	2	0	1	3	2	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	1	0	0	0	1	0	0	2	18	2	8	1	0	1	0	1	0	2	0	0	0	0	0	2	1	1	0	1	1	0	0
Ettinger_c_000000304575	425	111	108	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	2	0	0	0	10	5	0	2	0	4	0	0	2	14	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
Ettinger_c_000000307956	953	542	741	5	10	4	12	10	8	12	6	3	0	0	0	0	1	0	1	0	1	0	0	0	0	0	29	0	0	0	0	0	0	0	0	2	0	0	0	0	3	2	0	0	0	0	4	2	0	1	0	1	2	0	5	3	0	0	7	11	2	29	6	0	2	29	12	5	36	7	35	107	63	118	46	85	23	43	25	7	17	7	3	29	1	4
Ettinger_c_000000326398	1710	1129	2336	1	5	2	3	1	3	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	3	1	4	0	0	6	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0
Ettinger_c_000000332528	296	161	204	0	1	0	0	2	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0
Ettinger_c_000000335669	72	327	81	1	3	0	1	2	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0
Ettinger_c_000000335929	552	1373	350	0	2	3	1	0	7	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0	0	1	1	2	0	0	0	0	0	2	1	6	6	1	0	1	0	2	1	0	1	0	1	0	0	1	1	1	2	0	0	0	0
Ettinger_c_000000336299	433	407	435	0	4	4	2	2	6	3	3	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	2	2	0	0	1	1	0	0	0	0	0	1	0	0	1	1	2	0	0	0	0	1
Ettinger_c_000000339768	6584	13525	4628	4	2	0	2	1	3	0	4	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	2	0	2	0	2	1	1	2	0	0	13	2	8	6	0	2	0	0	1	0	0	1	0	1	2	0	0	1	1	0	0	2	0	1	0	0
Ettinger_c_000000340806	198	1226	237	3	1	3	4	8	8	4	7	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	17	0	0	1	5	3	1	0	1	1	0	4	1	2	0	0	2	0	3	0	1
Ettinger_c_000000345360	133	635	770	3	2	2	0	2	7	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	1	0	0	0	0	0	0	2	0	4	9	0	0	0	0	0	1	0	0	0	1	0	4	2	0	4	0	0	2	1	1
Ettinger_c_000000351217	1379	2936	906	1	0	1	0	4	1	2	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	1	0	2	0	1	0	0	1	1	0	1	0
Ettinger_c_000000352373	131	1502	253	4	4	3	0	0	6	7	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	0	0	1	0	0	0	0	0	1	3	0	1	2	2	1	0	1	0	1	0
Ettinger_c_000000352511	272	209	343	6	2	2	0	4	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	4	4	4	0	0	0	2	0	1	1	0	0	2	2	1	0	1	0	0	0	1	1	0
Ettinger_c_000000352666	410	251	183	0	0	0	0	1	1	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	8	4	0	4	2	1	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0
Ettinger_c_000000365544	469	1265	339	1	1	0	0	1	0	0	3	1	0	0	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	2	2	3	0	0	1	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	1	1
